            moyr  dy cmsd        
             6 9  28     0.06
             6 9  29     0.59
             6 9  30     0.14
             7 9   1    -0.08
             7 9   2     0.08
             7 9   3    -0.17
             7 9   4     0.14
             7 9   5     0.11
             7 9   6    -0.51
             7 9   7    -0.59
             7 9   8     0.00
             7 9   9     0.08
             7 9  10    -0.03
             7 9  11    -0.40
             7 9  12    -0.03
             7 9  13     0.03
             7 9  14     0.14
             7 9  15    -0.03
             7 9  16     0.45
             7 9  17     0.06
             7 9  18     0.14
             7 9  19    -0.11
             7 9  20     0.20
             7 9  21     0.14
             7 9  22    -0.11
             7 9  23     0.20
             7 9  24    -0.23
             7 9  25    -0.68
             7 9  26     0.06
             7 9  27    -0.17
             7 9  28     0.37
             7 9  29     0.31
             7 9  30    -0.06
             7 9  31    -0.06
             8 9   1     0.17
             8 9   2    -0.11
             8 9   3    -0.71
             8 9   4    -0.34
             8 9   5    -0.23
             8 9   6    -0.23
             8 9   7     0.14
             8 9   8    -0.08
             8 9   9     0.25
             8 9  10     0.51
             8 9  11     0.17
             8 9  12    -0.06
             8 9  13     0.40
             8 9  14     0.03
             8 9  15     0.14
             8 9  16     0.00
             8 9  17     0.11
             8 9  18    -0.25
             8 9  19    -0.14
             8 9  20     0.17
             8 9  21    -0.06
             8 9  22    -0.20
             8 9  23     0.14
             8 9  24     0.00
             8 9  25     0.23
             8 9  26     0.14
             8 9  27    -0.65
             8 9  28    -0.34
             8 9  29     0.51
             8 9  30    -0.23
             8 9  31    -0.34
             9 9   1    -0.17
             9 9   2     0.23
             9 9   3    -0.20
             9 9   4     0.06
             9 9   5    -0.06
             9 9   6    -0.59
             9 9   7    -0.25
             9 9   8     0.03
             9 9   9    -0.08
             9 9  10    -0.34
             9 9  11    -0.28
             9 9  12     0.42
             9 9  13    -0.65
             9 9  14     0.08
             9 9  15    -0.23
             9 9  16     0.20
             9 9  17    -0.17
             9 9  18     0.14
             9 9  19    -0.37
             9 9  20     0.51
             9 9  21    -0.51
             9 9  22     0.71
             9 9  23     0.42
             9 9  24     0.03
             9 9  25     0.14
             9 9  26    -0.20
             9 9  27     0.17
             9 9  28     0.28
             9 9  29     0.00
             9 9  30     0.03
            10 9   1     0.31
            10 9   2    -0.06
            10 9   3     0.40
            10 9   4    -0.17
            10 9   5    -0.03
            10 9   6    -0.08
            10 9   7     0.23
            10 9   8     0.23
            10 9   9     0.40
            10 9  10     0.59
            10 9  11     0.00
            10 9  12    -0.03
            10 9  13     3.54
            10 9  14     0.82
            10 9  15     0.65
            10 9  16     0.57
            10 9  17     0.00
            10 9  18     0.54
            10 9  19     0.42
            10 9  20    -0.11
            10 9  21    -0.06
            10 9  22    -0.48
            10 9  23    -0.34
            10 9  24    -0.11
            10 9  25    -0.23
            10 9  26    -0.20
            10 9  27    -0.71
            10 9  28    -0.23
            10 9  29    -0.25
            10 9  30    -0.03
            10 9  31     0.03
            11 9   1     0.06
            11 9   2     0.08
            11 9   3    -0.34
            11 9   4     0.06
            11 9   5    -0.06
            11 9   6     0.25
            11 9   7     0.14
            11 9   8    -0.14
            11 9   9    -0.06
            11 9  10    -0.23
            11 9  11     0.00
            11 9  12     0.51
            11 9  13     0.11
            11 9  14     0.42
            11 9  15     0.20
            11 9  16     0.45
            11 9  17     0.71
            11 9  18     0.34
            11 9  19     0.42
            11 9  20     1.73
            11 9  21     0.45
            11 9  22     0.85
            11 9  23     0.51
            11 9  24     0.42
            11 9  25     0.45
            11 9  26     0.00
            11 9  27     0.88
            11 9  28     0.34
            11 9  29     0.25
            11 9  30     0.59
            12 9   1     0.48
            12 9   2     0.34
            12 9   3     0.28
            12 9   4     0.03
            12 9   5     0.34
            12 9   6     0.34
            12 9   7     0.31
            12 9   8     0.17
            12 9   9     0.11
            12 9  10     0.17
            12 9  11     0.68
            12 9  12     1.90
            12 9  13     1.05
            12 9  14    -0.03
            12 9  15     1.08
            12 9  16     3.45
            12 9  17     1.08
            12 9  18     0.31
            12 9  19     0.51
            12 9  20     0.71
            12 9  21     0.93
            12 9  22     0.51
            12 9  23     0.23
            12 9  24     0.23
            12 9  25     0.08
            12 9  26     0.71
            12 9  27     0.85
            12 9  28     0.25
            12 9  29     0.59
            12 9  30     0.48
            12 9  31     0.76
             110   1     2.58
             110   2     1.30
             110   3     0.42
             110   4     0.37
             110   5     0.03
             110   6    -0.25
             110   7    -0.14
             110   8    -0.37
             110   9    -0.54
             110  10    -0.14
             110  11    -0.31
             110  12     5.21
             110  13     6.63
             110  14     1.47
             110  15     0.37
             110  16     0.48
             110  17     0.51
             110  18    26.45
             110  19    61.36
             110  20    97.67
             110  21    42.22
             110  22    16.59
             110  23    12.57
             110  24    15.43
             110  25    73.00
             110  26    32.65
             110  27    10.36
             110  28     5.81
             110  29     4.93
             110  30     4.67
             110  31     2.92
             210   1     2.44
             210   2     2.38
             210   3     1.61
             210   4     9.74
             210   5    16.08
             210   6    13.37
             210   7     7.73
             210   8     4.81
             210   9     4.79
             210  10     3.77
             210  11     4.05
             210  12     4.02
             210  13     1.73
             210  14     0.99
             210  15     1.56
             210  16     1.30
             210  17     1.73
             210  18     0.74
             210  19     0.34
             210  20     1.08
             210  21     0.28
             210  22     0.23
             210  23     3.91
             210  24     7.16
             210  25     2.41
             210  26    13.45
             210  27     8.30
             210  28     4.13
             310   1     4.93
             310   2    13.68
             310   3    25.85
             310   4    11.75
             310   5     6.51
             310   6     5.07
             310   7     4.67
             310   8     4.11
             310   9     3.45
             310  10     3.91
             310  11     2.44
             310  12    22.63
             310  13    11.92
             310  14     6.03
             310  15     5.07
             310  16     3.60
             310  17     3.40
             310  18     2.69
             310  19     2.18
             310  20     2.18
             310  21     1.84
             310  22     1.87
             310  23     1.81
             310  24     3.03
             310  25     2.94
             310  26     1.73
             310  27     1.84
             310  28     2.01
             310  29     2.75
             310  30    11.61
             310  31    13.00
             410   1     7.90
             410   2    18.15
             410   3    11.04
             410   4    27.18
             410   5    18.52
             410   6    10.02
             410   7     6.82
             410   8     5.55
             410   9     4.28
             410  10     4.16
             410  11    20.16
             410  12    55.70
             410  13    17.81
             410  14    12.74
             410  15     8.78
             410  16     6.60
             410  17     5.72
             410  18     4.50
             410  19     4.30
             410  20     6.31
             410  21     4.64
             410  22     3.82
             410  23     3.31
             410  24     2.61
             410  25     2.29
             410  26     2.46
             410  27     9.09
             410  28    13.51
             410  29     7.99
             410  30     5.30
             510   1     3.79
             510   2     3.62
             510   3     3.37
             510   4     2.52
             510   5     2.72
             510   6     1.90
             510   7     1.53
             510   8     1.90
             510   9     1.95
             510  10     2.92
             510  11     1.67
             510  12     1.78
             510  13     1.67
             510  14     1.16
             510  15     1.27
             510  16     1.22
             510  17     1.76
             510  18     1.16
             510  19     1.84
             510  20     1.13
             510  21     1.19
             510  22     0.82
             510  23     0.79
             510  24     1.05
             510  25     1.95
             510  26     1.84
             510  27     6.46
             510  28     4.36
             510  29     2.24
             510  30     1.70
             510  31     1.39
             610   1     1.13
             610   2     1.22
             610   3     0.99
             610   4     2.01
             610   5     1.39
             610   6     1.30
             610   7     1.08
             610   8     1.19
             610   9     0.82
             610  10     0.82
             610  11     1.22
             610  12     1.02
             610  13     1.16
             610  14     0.96
             610  15     0.99
             610  16     1.36
             610  17     1.05
             610  18     1.02
             610  19     0.57
             610  20     0.74
             610  21     1.08
             610  22     0.71
             610  23     1.10
             610  24     0.82
             610  25     0.54
             610  26     0.59
             610  27     0.85
             610  28     0.82
             610  29     0.93
             610  30     0.37
             710   1     0.23
             710   2     0.28
             710   3     0.08
             710   4     0.57
             710   5     0.48
             710   6     0.06
             710   7    -0.06
             710   8     0.31
             710   9     0.59
             710  10     0.65
             710  11     0.31
             710  12     0.23
             710  13     0.54
             710  14    -0.06
             710  15     0.59
             710  16     0.06
             710  17    -0.25
             710  18    -0.28
             710  19     0.11
             710  20    -0.23
             710  21    -0.28
             710  22    -0.57
             710  23    -0.17
             710  24     0.00
             710  25    -0.40
             710  26     0.06
             710  27     0.23
             710  28    -0.25
             710  29    -0.03
             710  30    -0.25
             710  31    -0.17
             810   1    -0.23
             810   2     0.25
             810   3     0.20
             810   4     0.62
             810   5     0.14
             810   6     0.11
             810   7     0.23
             810   8     0.31
             810   9     0.59
             810  10     0.20
             810  11     0.28
             810  12     0.45
             810  13     0.76
             810  14     0.54
             810  15     0.71
             810  16     0.57
             810  17     1.13
             810  18     0.37
             810  19     0.51
             810  20    -0.34
             810  21    -0.85
             810  22    -0.76
             810  23    -0.11
             810  24    -0.11
             810  25    -0.82
             810  26    -1.10
             810  27    -1.67
             810  28    -1.33
             810  29    -1.44
             810  30    -0.79
             810  31    -0.85
             910   1    -0.91
             910   2    -0.79
             910   3    -0.88
             910   4    -0.79
             910   5    -0.93
             910   6    -0.65
             910   7    -1.42
             910   8    -1.47
             910   9    -1.44
             910  10    -1.73
             910  11    -1.59
             910  12    -0.85
             910  13    -1.50
             910  14    -1.42
             910  15    -1.47
             910  16    -0.28
             910  17    -1.50
             910  18    -1.02
             910  19    -1.05
             910  20    -0.45
             910  21    -1.61
             910  22    -0.82
             910  23    -1.16
             910  24    -1.30
             910  25    -0.74
             910  26    -0.79
             910  27    -1.05
             910  28    -0.74
             910  29    -0.91
             910  30    -1.67
            1010   1    -1.22
            1010   2    -1.39
            1010   3    -1.25
            1010   4    -1.44
            1010   5    -1.39
            1010   6    -1.22
            1010   7    -1.70
            1010   8    -1.59
            1010   9    -1.78
            1010  10    -2.49
            1010  11    -2.32
            1010  12     0.68
            1010  13     2.44
            1010  14    -0.79
            1010  15    -2.32
            1010  16    -1.84
            1010  17    -3.17
            1010  18    -2.89
            1010  19    -2.63
            1010  20    -3.34
            1010  21    -3.14
            1010  22    -3.34
            1010  23     0.14
            1010  24    20.33
            1010  25     0.34
            1010  26    -2.72
            1010  27    -3.60
            1010  28     4.87
            1010  29     4.84
            1010  30     4.96
            1010  31    -0.88
            1110   1    -3.03
            1110   2    -3.14
            1110   3    -3.17
            1110   4     4.93
            1110   5     2.72
            1110   6     3.23
            1110   7     1.27
            1110   8     3.82
            1110   9   -15.40
            1110  10     3.14
            1110  11     2.24
            1110  12     1.53
            1110  13     1.78
            1110  14     1.93
            1110  15     2.29
            1110  16     1.50
            1110  17     0.85
            1110  18     0.65
            1110  19     0.34
            1110  20     3.06
            1110  21     5.64
            1110  22     4.96
            1110  23    10.02
            1110  24     2.83
            1110  25     2.10
            1110  26     1.53
            1110  27    11.61
            1110  28     4.05
            1110  29     2.10
            1110  30     2.27
            1210   1     2.27
            1210   2     2.63
            1210   3     3.62
            1210   4     2.89
            1210   5     7.45
            1210   6    18.52
            1210   7     7.65
            1210   8    12.18
            1210   9     9.54
            1210  10     3.26
            1210  11     3.68
            1210  12     2.66
            1210  13     2.24
            1210  14    16.23
            1210  15     6.26
            1210  16     3.74
            1210  17     5.21
            1210  18     8.35
            1210  19    38.23
            1210  20    26.67
            1210  21    25.77
            1210  22    37.01
            1210  23    14.36
            1210  24     9.51
            1210  25    17.61
            1210  26    21.10
            1210  27    14.16
            1210  28    58.93
            1210  29    61.08
            1210  30    19.00
            1210  31    16.62
             111   1    14.19
             111   2    16.37
             111   3    10.05
             111   4    -3.48
             111   5     3.82
             111   6     3.28
             111   7     3.51
             111   8     3.00
             111   9     3.11
             111  10     2.12
             111  11     3.23
             111  12     2.78
             111  13     8.64
             111  14     5.52
             111  15     4.16
             111  16     3.40
             111  17     3.57
             111  18     3.14
             111  19     3.00
             111  20     2.78
             111  21     3.03
             111  22     2.49
             111  23     3.11
             111  24     2.35
             111  25     2.75
             111  26     3.26
             111  27     1.73
             111  28     2.97
             111  29     2.21
             111  30     5.18
             111  31     3.37
             211   1     3.51
             211   2     2.24
             211   3     1.50
             211   4     1.22
             211   5     1.36
             211   6     1.19
             211   7     1.10
             211   8     1.27
             211   9     1.10
             211  10     1.16
             211  11     1.10
             211  12     1.02
             211  13     2.97
             211  14     2.15
             211  15    34.04
             211  16    36.16
             211  17    13.54
             211  18    13.51
             211  19    11.92
             211  20     7.90
             211  21     7.56
             211  22     7.50
             211  23     5.21
             211  24     4.87
             211  25    10.31
             211  26     5.75
             211  27     4.62
             211  28     3.74
             311   1     4.16
             311   2    11.24
             311   3    17.42
             311   4     1.50
             311   5     6.74
             311   6    14.19
             311   7     9.26
             311   8     8.07
             311   9     5.58
             311  10     5.58
             311  11     4.96
             311  12     4.45
             311  13     7.28
             311  14     8.16
             311  15    35.99
             311  16    34.49
             311  17    16.28
             311  18    64.90
             311  19    45.99
             311  20    78.24
             311  21    33.95
             311  22    27.95
             311  23    35.28
             311  24    76.88
             311  25    66.91
             311  26    51.48
             311  27    36.90
             311  28    26.90
             311  29    19.68
             311  30    14.92
             311  31    11.61
             411   1     9.00
             411   2     6.65
             411   3     5.69
             411   4     5.24
             411   5     4.45
             411   6     4.05
             411   7     3.79
             411   8     3.28
             411   9     3.17
             411  10     2.92
             411  11     3.17
             411  12     3.09
             411  13     4.30
             411  14     3.34
             411  15     3.51
             411  16     3.26
             411  17     3.40
             411  18     2.92
             411  19     2.97
             411  20     2.72
             411  21     2.41
             411  22     2.38
             411  23     2.29
             411  24     2.32
             411  25     2.75
             411  26     1.90
             411  27     2.12
             411  28     2.01
             411  29     1.59
             411  30     1.70
             511   1     1.53
             511   2     2.10
             511   3     2.21
             511   4     2.41
             511   5     2.18
             511   6     2.21
             511   7     1.87
             511   8     2.21
             511   9     1.73
             511  10     2.12
             511  11     1.98
             511  12     1.47
             511  13     1.61
             511  14     1.42
             511  15     2.80
             511  16     2.01
             511  17     2.07
             511  18     1.78
             511  19     2.01
             511  20     1.67
             511  21     1.59
             511  22     1.25
             511  23     1.13
             511  24     1.50
             511  25     1.84
             511  26     1.36
             511  27    -1.36
             511  28     1.50
             511  29     1.33
             511  30     1.19
             511  31     1.61
             611   1     2.27
             611   2     1.64
             611   3     2.44
             611   4     1.95
             611   5     2.52
             611   6     2.94
             611   7     2.44
             611   8     2.32
             611   9     1.84
             611  10     1.76
             611  11     1.10
             611  12     1.76
             611  13     1.33
             611  14     1.76
             611  15     1.90
             611  16     1.33
             611  17     1.81
             611  18     1.47
             611  19     1.87
             611  20     1.98
             611  21     1.76
             611  22     1.64
             611  23     1.73
             611  24     1.25
             611  25     1.30
             611  26     1.50
             611  27     1.50
             611  28     2.78
             611  29     1.93
             611  30     1.56
             711   1     1.81
             711   2     1.61
             711   3     1.61
             711   4     1.70
             711   5     2.04
             711   6     1.67
             711   7     1.87
             711   8     1.10
             711   9     0.96
             711  10     1.27
             711  11     1.44
             711  12     1.27
             711  13     1.61
             711  14     0.85
             711  15     1.05
             711  16     1.02
             711  17     2.04
             711  18     1.53
             711  19     1.56
             711  20     1.90
             711  21     1.05
             711  22     1.44
             711  23     1.64
             711  24     1.33
             711  25     1.56
             711  26     1.50
             711  27     1.56
             711  28     0.76
             711  29     1.19
             711  30     0.68
             711  31     0.25
             811   1     1.13
             811   2     0.74
             811   3     0.11
             811   4     0.03
             811   5     0.08
             811   6    -0.54
             811   7     0.59
             811   8     0.08
             811   9     0.20
             811  10     0.54
             811  11     0.14
             811  12     0.57
             811  13     0.23
             811  14     0.88
             811  15     0.79
             811  16     0.08
             811  17     0.93
             811  18     1.05
             811  19     1.27
             811  20     0.62
             811  21     0.45
             811  22     1.19
             811  23     0.68
             811  24     0.68
             811  25     1.16
             811  26     0.79
             811  27     0.20
             811  28     0.74
             811  29     0.28
             811  30     1.05
             811  31     0.93
             911   1     1.08
             911   2     1.44
             911   3     1.22
             911   4     0.99
             911   5     1.53
             911   6     1.59
             911   7     1.13
             911   8     1.10
             911   9     1.10
             911  10     0.99
             911  11     0.40
             911  12     1.16
             911  13     1.13
             911  14     0.82
             911  15     0.74
             911  16     1.05
             911  17     0.88
             911  18     0.54
             911  19     1.56
             911  20     1.05
             911  21     1.22
             911  22     1.19
             911  23     1.27
             911  24     0.34
             911  25     0.71
             911  26     1.19
             911  27     0.85
             911  28     1.33
             911  29     0.71
             911  30     0.71
            1011   1     0.28
            1011   2     0.23
            1011   3     2.35
            1011   4     2.41
            1011   5     2.27
            1011   6     0.40
            1011   7     0.34
            1011   8     0.45
            1011   9    -0.17
            1011  10     3.82
            1011  11     1.36
            1011  12     0.37
            1011  13     0.28
            1011  14    -0.20
            1011  15    -0.54
            1011  16    -1.50
            1011  17    -2.32
            1011  18    -2.86
            1011  19    -2.83
            1011  20    -0.08
            1011  21     1.13
            1011  22     0.88
            1011  23     1.05
            1011  24     1.13
            1011  25     0.40
            1011  26     1.25
            1011  27     0.23
            1011  28     0.08
            1011  29     0.62
            1011  30     0.23
            1011  31     0.45
            1111   1     0.08
            1111   2     0.17
            1111   3     0.34
            1111   4     0.91
            1111   5     1.64
            1111   6     0.54
            1111   7     0.79
            1111   8     0.28
            1111   9     0.54
            1111  10     0.45
            1111  11     0.76
            1111  12     0.59
            1111  13     0.62
            1111  14     0.96
            1111  15    -0.03
            1111  16    -0.03
            1111  17     0.14
            1111  18     0.59
            1111  19     0.03
            1111  20     0.59
            1111  21    -0.06
            1111  22    -0.03
            1111  23     1.50
            1111  24     2.29
            1111  25     0.42
            1111  26     0.45
            1111  27    -0.03
            1111  28     0.42
            1111  29    -0.11
            1111  30    -0.40
            1211   1     0.74
            1211   2     0.71
            1211   3     0.54
            1211   4     0.31
            1211   5     0.62
            1211   6     0.45
            1211   7     0.54
            1211   8     0.25
            1211   9     0.59
            1211  10     0.28
            1211  11     0.42
            1211  12     0.28
            1211  13     0.25
            1211  14     0.23
            1211  15     1.44
            1211  16     0.28
            1211  17     0.68
            1211  18     0.42
            1211  19    -0.03
            1211  20     0.45
            1211  21     0.23
            1211  22     0.40
            1211  23     0.17
            1211  24     0.34
            1211  25    -0.08
            1211  26     0.34
            1211  27     0.14
            1211  28     0.28
            1211  29     0.51
            1211  30     0.68
            1211  31     0.06
             112   1     0.28
             112   2     0.28
             112   3     0.40
             112   4     0.37
             112   5     0.23
             112   6     0.11
             112   7     0.17
             112   8     0.17
             112   9     0.20
             112  10     0.23
             112  11     0.00
             112  12     0.23
             112  13     0.28
             112  14    -0.42
             112  15     0.45
             112  16     0.00
             112  17    -0.48
             112  18     0.40
             112  19     2.10
             112  20    17.56
             112  21    28.26
             112  22    17.39
             112  23    37.38
             112  24     4.87
             112  25     2.75
             112  26     2.35
             112  27     1.50
             112  28     1.25
             112  29     0.57
             112  30     1.05
             112  31     0.74
             212   1     0.74
             212   2     0.96
             212   3     0.76
             212   4     0.62
             212   5     0.82
             212   6     0.34
             212   7     2.12
             212   8     1.50
             212   9     0.82
             212  10     0.79
             212  11     1.05
             212  12     1.02
             212  13     2.15
             212  14     1.56
             212  15     0.59
             212  16     1.08
             212  17     0.62
             212  18     0.79
             212  19     0.31
             212  20     0.54
             212  21     0.57
             212  22     0.11
             212  23     0.51
             212  24     0.96
             212  25     0.03
             212  26     0.20
             212  27     0.14
             212  28     0.88
             212  29     2.52
             312   1     4.05
             312   2     1.78
             312   3     0.88
             312   4     1.16
             312   5     1.13
             312   6     0.68
             312   7     0.65
             312   8     0.68
             312   9     0.68
             312  10     0.40
             312  11     0.62
             312  12     0.96
             312  13    23.16
             312  14    25.74
             312  15    10.51
             312  16    27.44
             312  17    15.09
             312  18     5.86
             312  19     3.88
             312  20     2.55
             312  21     2.52
             312  22     2.94
             312  23     2.27
             312  24     2.94
             312  25     3.54
             312  26     3.26
             312  27    48.20
             312  28    33.10
             312  29    13.22
             312  30    23.30
             312  31    32.88
             412   1    24.44
             412   2    10.82
             412   3     7.76
             412   4     5.81
             412   5     3.91
             412   6     3.37
             412   7     2.38
             412   8     2.78
             412   9     2.24
             412  10     2.63
             412  11     2.63
             412  12     8.52
             412  13    11.07
             412  14     5.83
             412  15     3.57
             412  16     3.03
             412  17     3.09
             412  18     2.27
             412  19     1.81
             412  20     1.70
             412  21     1.42
             412  22     1.16
             412  23     1.30
             412  24     0.85
             412  25     1.53
             412  26     1.70
             412  27     0.51
             412  28     1.25
             412  29     1.25
             412  30     0.54
             512   1     0.71
             512   2     0.40
             512   3     0.96
             512   4     0.82
             512   5     0.59
             512   6     0.65
             512   7     1.02
             512   8     0.91
             512   9     1.08
             512  10     0.74
             512  11     0.93
             512  12     0.99
             512  13     1.27
             512  14     0.57
             512  15     0.82
             512  16     2.01
             512  17     0.93
             512  18     0.91
             512  19     0.91
             512  20     0.99
             512  21     0.68
             512  22     0.68
             512  23     0.37
             512  24     0.03
             512  25     0.08
             512  26     0.34
             512  27     0.42
             512  28     0.17
             512  29     0.79
             512  30     0.79
             512  31     0.71
             612   1     0.59
             612   2     0.48
             612   3     0.48
             612   4     0.03
             612   5     0.03
             612   6     0.28
             612   7     0.28
             612   8     0.06
             612   9     0.25
             612  10    -0.11
             612  11     0.25
             612  12     0.71
             612  13     0.76
             612  14     0.17
             612  15     0.17
             612  16     0.14
             612  17     0.20
             612  18     0.37
             612  19     0.08
             612  20     0.00
             612  21     0.08
             612  22    -0.03
             612  23    -0.42
             612  24    -0.23
             612  25    -0.14
             612  26    -0.31
             612  27    -0.40
             612  28     0.06
             612  29     0.06
             612  30     0.17
             712   1     0.20
             712   2     0.82
             712   3     0.06
             712   4     0.20
             712   5     0.42
             712   6     0.17
             712   7     0.62
             712   8     0.03
             712   9     0.31
             712  10     2.04
             712  11    -0.14
             712  12     0.23
             712  13     0.08
             712  14    -0.23
             712  15     0.14
             712  16    -0.37
             712  17     0.28
             712  18    -0.37
             712  19     0.25
             712  20    -0.08
             712  21    -0.06
             712  22    -0.45
             712  23     0.06
             712  24     0.34
             712  25     0.45
             712  26    -0.11
             712  27     0.42
             712  28    -0.51
             712  29    -0.06
             712  30    -0.03
             712  31     0.45
             812   1    -0.23
             812   2    -0.03
             812   3     0.42
             812   4    -3.99
             812   5     2.04
             812   6     0.34
             812   7     0.37
             812   8     0.59
             812   9     0.25
             812  10     0.25
             812  11    -0.25
             812  12    -0.08
             812  13     0.31
             812  14    -0.20
             812  15    -0.62
             812  16    -0.34
             812  17    -0.37
             812  18    -0.23
             812  19    -1.13
             812  20     0.28
             812  21    -0.20
             812  22     0.14
             812  23    -0.34
             812  24     0.48
             812  25    -0.68
             812  26    -0.74
             812  27     0.00
             812  28     0.54
             812  29     0.25
             812  30     0.28
             812  31     0.17
             912   1    -0.45
             912   2     0.06
             912   3     0.45
             912   4     0.54
             912   5     0.08
             912   6     0.06
             912   7     0.48
             912   8     0.11
             912   9    -0.08
             912  10     0.45
             912  11    -0.25
             912  12    -0.06
             912  13     0.65
             912  14     0.76
             912  15     0.93
             912  16     1.27
             912  17     1.67
             912  18    -0.51
             912  19     0.85
             912  20     0.88
             912  21     0.62
             912  22     0.91
             912  23     0.79
             912  24     1.19
             912  25     0.82
             912  26     0.76
             912  27     0.71
             912  28     0.45
             912  29    -0.03
             912  30     0.68
            1012   1     0.57
            1012   2     0.31
            1012   3     0.62
            1012   4     0.11
            1012   5     0.71
            1012   6     0.14
            1012   7     0.54
            1012   8     0.14
            1012   9     0.34
            1012  10     0.68
            1012  11     0.14
            1012  12     0.31
            1012  13     0.17
            1012  14     0.20
            1012  15     0.62
            1012  16     0.51
            1012  17     0.17
            1012  18     0.31
            1012  19     0.34
            1012  20    -0.42
            1012  21     0.23
            1012  22     0.62
            1012  23     0.76
            1012  24     0.54
            1012  25     0.00
            1012  26     0.65
            1012  27     0.25
            1012  28     0.25
            1012  29     0.25
            1012  30     0.03
            1012  31     0.54
            1112   1     0.51
            1112   2    -0.11
            1112   3     0.42
            1112   4    -0.45
            1112   5     0.45
            1112   6     0.40
            1112   7     0.71
            1112   8     0.37
            1112   9     0.37
            1112  10     0.20
            1112  11    -0.34
            1112  12     0.51
            1112  13     0.62
            1112  14     0.25
            1112  15    -0.14
            1112  16     0.96
            1112  17     2.15
            1112  18     0.14
            1112  19     0.11
            1112  20     4.73
            1112  21     3.20
            1112  22     0.59
            1112  23     0.59
            1112  24    -0.08
            1112  25     0.34
            1112  26     0.34
            1112  27     0.03
            1112  28     4.76
            1112  29    16.96
            1112  30    47.66
            1212   1    14.13
            1212   2   126.27
            1212   3     9.49
            1212   4    16.17
            1212   5    35.74
            1212   6     7.84
            1212   7     3.77
            1212   8     2.80
            1212   9     1.78
            1212  10     1.13
            1212  11     1.47
            1212  12     1.50
            1212  13     1.25
            1212  14     0.76
            1212  15     2.32
            1212  16     4.02
            1212  17    12.74
            1212  18     5.49
            1212  19     3.79
            1212  20     4.36
            1212  21    85.12
            1212  22    47.06
            1212  23    82.15
            1212  24    21.61
            1212  25    23.76
            1212  26    41.60
            1212  27     7.19
            1212  28    -2.52
            1212  29    -7.02
            1212  30    -8.21
            1212  31    -9.97
             113   1   -13.85
             113   2    -3.17
             113   3     3.28
             113   4     2.01
             113   5     5.61
             113   6    10.96
             113   7     3.79
             113   8     3.17
             113   9     2.78
             113  10     1.53
             113  11     2.49
             113  12     1.53
             113  13     1.33
             113  14     1.61
             113  15     1.36
             113  16     1.42
             113  17     1.39
             113  18     1.16
             113  19     1.16
             113  20     1.19
             113  21     0.74
             113  22     1.27
             113  23     1.64
             113  24     1.95
             113  25     0.91
             113  26     1.53
             113  27     0.76
             113  28     0.31
             113  29    -0.34
             113  30    -0.48
             113  31    -0.17
             213   1    -0.42
             213   2    -0.71
             213   3     6.57
             213   4    -0.14
             213   5     2.24
             213   6     0.57
             213   7     1.53
             213   8     0.82
             213   9     1.08
             213  10     0.85
             213  11     1.56
             213  12     1.36
             213  13     0.37
             213  14     0.85
             213  15     1.30
             213  16     0.82
             213  17     0.79
             213  18     0.99
             213  19     3.14
             213  20     1.25
             213  21     1.08
             213  22     0.57
             213  23     1.30
             213  24     0.31
             213  25     0.59
             213  26     1.05
             213  27     0.62
             213  28     1.10
             313   1     0.82
             313   2     0.34
             313   3     0.68
             313   4     0.42
             313   5     1.76
             313   6     3.94
             313   7     2.97
             313   8     1.36
             313   9     0.93
             313  10     0.79
             313  11     1.25
             313  12     1.02
             313  13     0.88
             313  14     0.59
             313  15     0.85
             313  16     0.85
             313  17     0.82
             313  18     0.34
             313  19     0.57
             313  20     2.52
             313  21     0.71
             313  22     0.93
             313  23     1.02
             313  24     0.17
             313  25     0.82
             313  26     0.37
             313  27     0.71
             313  28     0.76
             313  29    -0.06
             313  30     0.59
             313  31     1.16
             413   1     1.19
             413   2     0.93
             413   3     1.27
             413   4     2.44
             413   5     1.84
             413   6     1.76
             413   7     1.10
             413   8     1.22
             413   9     0.71
             413  10    13.31
             413  11     1.30
             413  12     1.05
             413  13     0.82
             413  14     1.05
             413  15     0.65
             413  16     0.20
             413  17     0.25
             413  18     0.99
             413  19     0.71
             413  20     1.22
             413  21     1.76
             413  22     1.39
             413  23     1.44
             413  24     0.82
             413  25     1.70
             413  26     0.65
             413  27     1.02
             413  28     1.39
             413  29     0.96
             413  30     1.02
             513   1     1.33
             513   2     0.82
             513   3     0.68
             513   4     0.91
             513   5     0.06
             513   6     0.99
             513   7     0.96
             513   8     1.10
             513   9     0.91
             513  10     1.10
             513  11     1.27
             513  12     1.36
             513  13     1.08
             513  14     1.13
             513  15     0.57
             513  16     0.28
             513  17     0.76
             513  18     1.27
             513  19     0.59
             513  20     0.59
             513  21     0.79
             513  22     0.28
             513  23     0.79
             513  24     0.42
             513  25     0.68
             513  26     0.40
             513  27     0.99
             513  28     0.99
             513  29     0.93
             513  30     1.05
             513  31     0.51
             613   1     1.25
             613   2     1.02
             613   3     1.13
             613   4     0.76
             613   5     0.91
             613   6     0.82
             613   7     0.80
             613   8     0.79
             613   9     0.45
             613  10     0.68
             613  11     0.82
             613  12     0.54
             613  13     0.51
             613  14     0.91
             613  15     0.03
             613  16     0.54
             613  17     0.54
             613  18     0.17
